prod_name,rating,user_review
Lagunitas Sucks,4.75,"12 oz bottle dated 260 (9/16/20) poured into a Teku on 12/24/20.

Pours a 2"" fluffy white head. Golden orange and semi-transparent. Intense sticky lacing.

Dank, spicy, herbal, and musky hop aromas. Sweet malty booze with a subtle peppery scent.

Strong dank herbal flavor. Increasingly bitter finish with a musky quality. Sweet, but not balanced. Much more bitter.

Sticky, oily, resinous mouthfeel. Moderately carbonated. Smooth and easy-drinking apart from the drying and bitterness.

Complex and predominantly hoppy in the weedy, dank direction. The alcohol isn't hidden, but it doesn't overpower. A very well-made dank DIPA."
Lagunitas Sucks,4.29,"12oz bottle. No dating but the verbiage around the label talks about going to a brighter and wiser 2021.
Brilliantly clear, deep gold colored body. Not much of a head upon pouring but a partial white cap covers the surface. Each sip leaves behind a tiny spot sheen of lacing. Quite the enticement to rotate the glass while drinking in order to get full glass coverage.
Aroma at a chilled temperature is hidden but bready malts and resinous hops come through.
Taste is full. Slightly sweet but well balanced with citrus, pine, and resin. The suggestion of bitterness is swirled and tempered by the floral sweetness. Leaves a buzz in the mouth, and the aftertaste continues the back and forth, with a resin high note.
Medium mouth feel. The stickiness of the resin also expresses in the mouth. Excellent carbonation.
As mentioned on the label, this is an excellent palate cleanser brew. Very expressive but without excess. Enjoyable."
Lagunitas Sucks,3.91,"I'm not usually in the mood for an IPA, but when I am I usually look for one that is really well balanced. Some IPAs just bludgeon you with hops and bitterness. I like hops, I like bitterness, but I like them in measured amounts. Lagunitas Sucks nails it. This is GOOD BEER. Dark amber, almost caramel in color with a thick white head. Not much on the nose, a little floral, piney. Taste is spectacular. Hoppy, malty, botanicals and pine. Lightly sweet, and a nice light bitter finish. Medium high carbonation. Lighter body, but not wimpy by any means. I'll definitely grab this again the next time I'm in the mood for an IPA. I'm pretty blown away that this is 8% abv. It is so smooth and drinkable. This is truly a quality beer."
Lagunitas Sucks,4.3,"look: amber, clear

smell: grass

taste: tea? bread, pine, brown sugar, mango

feel: smooth and easy to chug, tiny bitter finish

overall: lagunitas sucks!"
Lagunitas Sucks,4.75,"Pours a nice golden color with a nice one inch head with great lacing
Smell of pine and citrus
Taste is a nice light citrus taste with pine hops slight bitterness just right
Nice crisp carbonation
This is yet another great beer from lagunitas"
Trappist Tripel,5,"From a 1 Pint, 9.4 oz bottle poured into a Westmalle chalice --

L: Pale yellow with 1 inch fluffy head that will not be shaken.
S: Hoppy-spicy - strong on the nose - definitely a Tripel.
T: Beautiful blend of spicy and hoppy with the candy sugar flavor you'd expect from a Belgian ale.
F: Medium dry mouthfeel with light bubbles
O: There is a reason why this is THE tripel that all other tripels aspire to be. Perfect balance of flavors. If I had one beer on a desert island, it would be this one."
Trappist Tripel,4.58,"Light amber with a 2.5"" thick, foamy, meringue-like white head, which lasts. Heavy lacing.

Aroma is floral, Belgiany, fruity, toffee, spices, light citrus, light banana.

Tastes is Belgian yeast, cloves, toffee, dried fruits, banana, orange zest.

Medium body, light carbonation. Dry, spicy finish.

A very fine Belgian Tripel."
Trappist Tripel,4.5,"gold, foamy.
raspberry, apricot, orange, lemon."
Trappist Tripel,4.69,"A very slow pour released two fat fingers of creamy eggshell white foam with very long retention and irregular blotches of lace. Pale golden straw color, very hazy, I can barely see my fingers through it. I did not decant; some sediment is present.

Bold Belgian smell, aka, bubble gum, banana and bready malt with some funk greets the nose. Hop smell is mild and floral. Alcohol is noticeable yet considering the 9.5% ABV it is well hidden

Big taste of bready and caramel malt, semi-sweet with mild bitterness from alcohol more than hops. The alcohol taste is pervasive yet not astringent. Banana and clove in a Hefeweizen like way arrives late on the palate. The finish is fast, and flavors do not change much at the end. A peppery alcohol bite lingers that is warming and pleasant with bitterness rising to above average.

Medium-light malty body, well carbonated throughout the drink. Again, I must say how well the alcohol is hidden and presented. Balanced and easy to drink, the buzz hits quickly. This one is dangerously drinkable."
Trappist Tripel,3.82,"L - Poured from a bottle into an oversized wine glass. HUGE frothy three finger off-white head. Pale golden hazy color. Lots of lacing and some alcohol legs.

S - Sweet Belgium beer scents. Bubble gum and banana

T - Spiciness comes through on the taste along with the banana and bubble gum. Moderate yeast flavors.

F - Fuller mouthfeel and lots of carbonation. A lot going on with each drink.

O - Overall, this is a really good beer. I’ve tried enough Tripels now to know that it’s not my favorite style of beer, but I am really glad I tried this one and would definitely recommend it to others as a solid representation of the style."
Trappist Tripel,4.99,Fantastic!
Trappist Tripel,4.51,"Poured from a bottle into a tulip glass
Appearance – The brew pours a lightly hazed golden amber color with a huge head of puffy white foam. The head has a fantastic level of retention, fading slowly over time to leave a good sum of foamy lace on the sides of the glass.
Smell – The aroma is quite heavy of a biscuit and cracker malt mixed with aromas of white grape and yeast. Along with these smells comes spice of clove and coriander as well as some apricot and peach. With a touch of harvest fruit and a bit of candied sugar an overall very inviting aroma is produced.
Taste – The taste begins with a mix of cracker malt and candied sugar sweetness mixed with flavors of apricot, grape and peach. At the same time there is a nice spice of coriander and clove as well as a decent showing of yeast cake and grain. As the taste advances the grain, spice, and candied sugar tastes fad a tad, all while the fruit, especially the peach, and yeast grown stronger. At the same time some hay and a touch of pear arrive on screen, producing a very pleasant, crisp, and flavorful taste to linger on the tongue.
Mouthfeel – The body of the brew is medium and crisp with a carbonation level that is high. For the tastes the feel is spot on, and makes for a very nice crisp sipper.
Overall – A fantastic tripel. Super flavorful and crisp with a very easy drinking and balanced flavor. Defiantly one of the best out there."
Trappist Tripel,4.57,"330 ml bottle, exp. 09/23, excellent beer. Foam never ends. Dense. Alcohol mixes well with other scents, sweet ones. A hidden citric note fits well on mouth. The excess of foam is beautiful but is a bit of a disturbance to the tasting of it."
Trappist Tripel,4.72,"The beer is a hazy, translucent, bubbly yellow color, kind of straw but looks more burnt orange when held up to a light. Some yeast sediment is in it. Ample carbonation leaves a huge soapy white head that lingers.

The aroma is slightly sour and mildewy, some orange and lemon juice, big white wine/white grape must come to think of it, hay, toasty biscuit, slight sweetness, and white pepper.

The taste follows the nose pretty closely. The main flavors upfront are of dry white wine complimented by a nice tart citrus, (orange and lemon peel) and subtle barnyard funk, with hay, toasted cracker, and a white pepper floating in the background. The wheat and effervescent carbonation give this a fluffy and extremely pleasant mouthfeel. It closes out on a perfect balance of the sweet-dry spectrum. A hint of sweetness to tantalize the taste buds but dry enough to beg the next sip. This brew is wonderfully made. Holy mackerel. I see why many people consider this to be the quintessential Belgian tripel."
Trappist Tripel,3.72,"Westmalle Tripel.... it's been a minute since I've had a tripel, and I quite enjoy them, first time with this one.
Poured into a stemless total wine glass. Hazy gold body, huge soapy white head off a gentle pour. Loose, large bubbles, bone white, slowly fall back to a 1/4"" thin head that persists through the life of the beer. Large chunks of sediment despite an attempt to decant.
Nose? Banana, bubble gum, peppercorns, candi sugars, candied lemon peel. A lot going on, complex, no diacetyl or dms, phenols out the wazoo. No hops to speak of. Yeast driven nose, everything else is buried. As it warms there is a slight white wine smell coming through.
Taste, Bananas, bubble gum, alcohol, rock candy. Slight lemon on the aftertaste if I look hard. No hops, no grain, dry. As the beer warms there is a vineous note.
Mouthfeel- thin bodied and dry. Phenols give a suggestion of sweetness as does the alcohol. Effervescent. Each sip bursts into small bubbles as it hits the palate.
Overall. It's a well made beer, the yeast phenols push it into hefe territory for me. I much prefer Karmaleit when it comes to the style. Not sure why I got so much banana from this bottle."
Trappist Tripel,4.51,"Pours a cloudy bright orange color. Mostly opaque with a moderate amount of suspended sediment. Thick two finger white head forms on the beer, settles in, then dissipates leaving just a thin layer of foam on top of the beer. The aroma on this is lovely - it has notes of malts, white grape, apple, pear, some light banana, and some floral hop notes. Its subtle, refined, yet complex.

The taste follows the nose with notes of rich malts, belgian yeast that leans into the fruity side of things with notes of apple, pear, white grape and just a hint of banana. Along with the fruity notes come some spiced notes - clove, allspice and peppercorn. Moderately spicy, but not overly so. There is a moderate bitterness on the finish with a light floral character. Feel is medium bodied, smooth, and somewhat warming. Very carbonated with a bright, lively mouthfeel.

Overall this is an outstanding tripel and one I will absolutely revisit."
Trappist Tripel,4.27,"An absolutely gorgeous glass of beer that lasts to the last sip. Cloudy pale orange white sudsy head, but no lacing. This was flavorful and aromatic, banana, clove, caramel and a hint of pear. Smooth, creamy texture, long lasting carbonation. This is just a really great beer, I just didn't like."
Trappist Tripel,4.29,"Pours a cloudy, golden amber coloration with a large, creamy, lasting head. Smells of caramel malt, floral hops, with hints of citrus, some fruity esters and hints of toffee. Taste is a great balance of caramel malt, fruity and slightly spicy esters, with notes of banana, apricot and clove, as well as lighter floral, bitter hops with hints of orange rind and toffee also coming through. Finishes bittersweet, with some banana, orange rind and clove lingering in the aftertaste. Full mouthfeel with a medium/rich body and medium carbonation.

This is actually the first time I've had this Tripel and while it is very good indeed, it doesn't quite reach Tripel Karmeliet or Chimay Tripel to me. The banana notes are quite at the forefront here, which I'm not a huge fan of, while the spice is noticeable, but a little subdued. Nevertheless there's a great balance of malts, hops and esters to this, with quite a rich and full body and mouthfeel as well. I was actually surprised by how much hops, relatively speaking, are left in this at just over one year old and would love to try it fresh sometime, which just might edge it a little closer to my aforementioned favorites. Also, considering that this has the highest ABV out of any Tripel I've tried so far, it really doesn't feel overly boozy at all."
Trappist Tripel,4,"Bought a single 11.2oz bottle $6.99 Fujioka's
367 days old or 363 days before best by date
Smell of bananas, spices
Hazy golden-orange color
Medium-heavy mouthfeel
Medium-high carbonation
Taste of alcohol hits me first, then bananas, oranges, cloves, spices
Overall a good beer for the style although the alcohol taste is more present than others of the same style."
Trappist Tripel,4.24,"330 ml bottle, best by 6/15/22, showing no signs of age; enjoyed in a Westmalle Trappist chalice.

Hazy golden color, one finger varying head which dissipates only slightly. Full cap and curtain lacing. No visible sediment or floaties.
Deep apple, banana, bread yeast, light citrus and pine aromas.
Apple, pear, ginger, raisin, light pepper and floral notes. Light honey sweetness that dissolves leaving a slightly bitter aftertaste.
Smooth coating mouthfeel with little to no alcohol heat. Great lasting carbonation. Dry enough to tempt one to drink rapidly until the 9 % ABV arrives.
A lot to unpack , as it should be at $6.50 for 330 ml in our stores. Merits the “World-Class” designation."
Trappist Tripel,5,One of the Original triples from Belgium I believe this beer got it all amazing golden color milky head perfectly high carbonation and bitter sweet finish it’s a classic and I love it! And you should too!!
Trappist Tripel,4.4,"Pours a hazy golden colour with a strong orange tint, a pillowy three inch head appears and slowly collapses into a thick, lacing creamy line of white.

On first smell, there is a deep, savoury aroma unlike anything I’ve smelled before. Will have to come back to this (many times!) to develop my palate a bit more. Suffice it to say, it’s very enticing. Delicious aromas of yeasty breads, wheat, and spices waft around. Banana’s and specifically green apples make up a strong fruity backbone — less citrus and juicy, more of that smoother textured fruits, the aforementioned creamy bananas, silty earthy apples. Again, that tasty savoury aroma appears almost heavy in my nose. Maybe I know what people mean when they say ‘doughy yeast’ now

Taste does follow the nose, and is remarkably complex in many ways. Spicy fruits up front here for me, apples cloves and nutmeg, a little sweet with maybe only the slightest hint of hop bitterness. Savoury in the middle with tasty grains and malty notes, candi sugar, and banana. There is a very long finish that rests on a gentle bitter-sweetness, remaining with a doughy taste on your tongue.

Medium bodied, this is well carbonated but not carbonated too strong as to overpower the flavours. Coalesces into a creamy sip on the way down, finishes dry and bittersweet leaning on the sweet side.

I love overpowering malty Tripels, which is not what you get with Westmalle. Instead, you get one that is a little gentler, but melds an enormous amount of wonderful aromas and flavours into a perfectly blended and smooth beer. No note stands out too much, each has its place and they wax and wane in and out together to create a remarkable experience. Absolutely wonderful beer"
Trappist Tripel,4.51,"This is what great Belgian beer should look, smell and taste like .... Fluffy white head, pretty color, beautiful bouquet and lovely feel ... Big thumbs up!"
Trappist Tripel,4.48,"A marvelous beer. Pours with a complete white head. It has a very malty scent. The flavor is very strong and this one sneaks up on you. Loved it. Not perfect, but I don’t know what would be better."
Gulden Draak,4.43,"delicious malty beer. great head, dense foam. sweet and silky on the tongue."
Gulden Draak,1.77,Tastes like carbonated soy sauce. Smells like soy sauce. Am i drinking spoiled Draak?
Gulden Draak,4.19,"Went all the way to Grace in Growlers in Oahu to try this Belgium Strong Dark Ale. Pours a beautiful ruby, red, brownish, black. Nice lacing and hits all the notes (fruit, slight sweetness) of a Strong Dark Ale. It's been several years that I have add a Belgium Strong Dark Ale and the yeast just popped (could be the humidity!)."
Gulden Draak,4.94,"Strong malt, caramel with a mouth filling taste. Smooth creamy mouthfeel. My absolute favourite. Always a treat to drink."
Gulden Draak,4.31,"Ruby colored with a nice khaki head, great retention and lacing
Dark malt aroma with some banana and light clove
Prune, brown bread, some banana and light clove flavor
Medium bodied and appropriately carbonated
Pretty good"
Gulden Draak,4,"11.2 oz bottle. Pours dark red with tall, long-lasting, foamy off-white head and nice lacing. Aroma is Belgian yeast, caramel malt, spices, brown sugar, herbal hops and dark fruit. Body is full and crisp. Taste is similar to aroma. Finish is long and spicy. Great brew."
Gulden Draak,4.19,"To me, this brand has always been synonymous with excellence and authenticity. They seem to always have that Belgian yeast taste and beautiful balance. This is no exception, but as worth the others I've reviewed, it is exceptional.

It pours deep reddish brown with plenty of foam. Gorgeous. The aroma says Belgium. There taste is that malty darkness with yeasty astringent overtones. The experience is always a treat.

Highly recommended. When you need to break out of any kind of funk, this will do it."
Gulden Draak,4.19,"Huge foamy head with a hazy rusty brown body. Smell is lighter than expected; bubblegum, banana, plenty of esters, bread dough, and a hint of coriander. Taste is boozy, upfront caramel and figs, then banana and more caramel, and a slightly hoppy backbone, with hints of orange peel and spice throughout. Very smooth, as noted by many. Not disappointed."
Gulden Draak,4.07,"Look: Dark golden brown with light brown, thin head. Very nice.
Smell: Slightly boozy, very sweet and malty
Taste: Malty, and slightly fruity notes. Pleasant caramelly finish.
Feel: Thick and smooth, not very dry.
Found it in a dark corner of a local market in the imports section. Very pleasant beer overall. Satisfied with my pick."
Gulden Draak,4.69,"Poured into snifter. Ruby brown, a good khaki cream head that abates to a persistent but thin ring and a big blotch of lace.

Nose is dark fruits and malt.

Taste is the same, very malty sweet, some banana notes with the dark fruits. Delightful.

Feel is crazy smooth especially with that ABV.

Years ago, this was my first fancy Belgian ale. It's still great."
Gulden Draak,4.25,"Beautiful beer. Lovely clear red amber, with a big, tan, pillowy, three finger, Belgian head. The aroma is dominated by cherry, caramel, and red wine, with a hint of ethanol. The taste is a symphony of fkavour: berries, caramel, red wine, brown sugar, and noticeable but very well balanced alcohol. This is by far the smoothest and most agreeable 10.5% I've ever had. This is great stuff, and widely available, so get some and enjoy it. If someone wanted to know what Belgian beer is like, I would give him one of these as the archetypal Belgian."
Gulden Draak,3.79,"Served at 4°C. 1,5€ 0,33l from Lidl.
L: Huge marvellous head that slowly recedes (5 min) into a thin lacing. Brown-Dark amber opaque colour.
S: Malts and caramel.
T: Taste of smoked malt, caramel, nuts, spices, bittersweet (more on the bitter side) and complex.
F: Low carbonation. Medium bodied. Heavy ABV.
Very good warming winter beer."
Gulden Draak,4.73,"I wanted to try this beer since 2013.
For some reason I kept postponing it for years. Big mistake.
Probably the smoothest Triple Ale I've ever tasted."
Gulden Draak,4,"Smooth, light.
Subtle flavors, enjoyable."
Gulden Draak,4.4,"Look: dark amber with a medium off white head

Smell: malt, dark fruits, hops

Taste: nice balance of malt and dark fruit flavors

Feel: smooth and bubbly"
Gulden Draak,4.59,"It’s like sparkling grape juice, ale, and figs had a baby. Very good celebratory beer, will definitely revisit around Christmas."
Gulden Draak,4.68,"Deep reddish brown body with a thin tan head. Aroma of dark fruits, red wine, and strong caramel malt as well as some spice. Taste is slightly fruity with a lot of nice touches from the wine yeast. Finish is spicy caramel cookie. This is a perilously easy drinking strong ale. It drinks like a lighter belgian red ale, but packs a nice warming touch at the end. One of a kind world class ale."
Gulden Draak,4.03,"10/11/2021 The appearance of the bottle itself is exceptional. The first to pour out was a little bit of head. Crystal clear very dark amber, big foamy creamy persistent head. Very lacy. What a beautiful beer; Aroma is mild and good. (my sniffer is ineffectual); Flavor is pretty good; Mouthfeel is smooth and sparkly; My overall impression is very good, based primarily on appearance. If I hadn't been able to see this beer, I probably wouldn't have liked it so much. But even then it's better than average.

10/20/2021 The flavor is rich, smooth, robust. I bump the taste rating from 3.75 to 4. I like this beer."
Gulden Draak,4.28,"11.2oz bottle coded 18AU poured into a Gulden Draak tulip glass at fridge temp 10.5% ABV. The beer pours bright in a dark amber color with light brown head. The head builds quickly and settles slowly to a half inch cap. Spotty lacing. The aroma is brown sugar, sweet malt and Belgian yeast spice that's more clove than anything. The taste is semisweet clovey malt with notes of berry, cherry, brown sugar, caramel and dark dried fruits. Moderate bitterness. The mouthfeel is medium bodied with above average carbonation and a mostly dry finish. Overall, excellent."
Heady Topper,4.46,"Canned on: ???? (Picked up fresh from the brewery, though.)

A - Very hazy medium orange gold color with a dense ring of creamy white lacing.

S - Bright citrus, citrus rind, dank pine, and earthy peppery citrus rind. ,

T - Juicy floral, citrus, citrus rind, a slight bit of peppery spice with some resiny pine bitterness on the back end. Finiand shes on the balanced side with a lingering mix between earthy juicy citrus and resiny pine.

M - Big medium body with prickly carbonation and bone dry on the back of the tongue.

O - Not, sure why I've never reviewed this before because I've had alot of it in the past. Final verdict? Enjoying this beer equally as much today as I did when I first had it. This Classic never gets old (IMO), just total all around class. One of my all time favorites."
Heady Topper,4.75,Pours a hazy gold. Thick foam. Juicy sweet hop aroma. Loads of dank hop flavors. Some sweetness. Some bitterness. Loads of juicy goodness. Not for the beginner but definitely very drinkable and a must have if you love IPAs.
Heady Topper,4.74,"Canned 8/18/22. Purchased that day at the brewery.

L: Normally kept in the can, this one pours a hazy dark orange with a big head that quickly thins to a film with splotches on the cap and a thicker ring around the glass. Lacing is minimal but attractive.

S: Huge aromas of everything good. Floral, citrus, tropical, mixed berries, and pine. Incredible.

T: Strong hop character in your face up front. Mellows a bit in the middle to reveal some delicious juicy fruit and berries, but the hops never take a back seat. Finishes dry, but not as bitter as the hop punch would suggest.

F: The hop onslaught provides a sticky, resinous mouthfeel, which is not a criticism.

O: Heady Topper takes no prisoners. An absolute hop smackdown that also showcases a wide variety of aromas and flavors. This is the DIPA for those who think west coasts are too bitter and hazies are too juicy."
Heady Topper,4.74,"I opened a pint can, bright citrus (mostly pineapple), pine and herbal hops greeted the nose. Bready malt and citrus juice give the impression of sweetness, alcohol is noticeable. I drank out of the can for a few sips, bitter, semi-dry and boldly flavored. Hops are way out in front, juiciness masks the malt flavor. Bitterness rises throughout the taste.

Next, I poured most of the rest into a mug. Pale orange-straw body, very hazy with a rich creamy white head that quickly shrunk to a cap that lasted leaving rings of lacing. The taste is best this way and represents a well-made Imperial New England style IPA.

Next, I added in the dregs, and I can see why this is not recommended. The haze changed to cloudy and turbid, the taste changed to peppery bitter with a slight funky juiciness. I don't mind the dregs; the white pepper bitterness hides the alcohol and keeps the sweet juice taste in check.

Medium bodied with plentiful carbonation, bold, bitter and still balanced but I wouldn't call it smooth. Lightly colored for the style and begs the question ""Should there be an Imperial NEIPA category?""
Following of the pouring guidelines is highly recommended.


Canned on 7-25-22"
Heady Topper,4.75,"My second favorite beer of all time. Absolutely nothing but awesome deliciousness throughout. Unfortunately I live in Wisconsin, and have to pay my brother to send me 4 packs. I love the somewhat malty hopped taste, when you open a can it’s aroma is almost as good as the taste. It’s been around for years, yet with all the new brews coming and going, it has rarely met it’s match."
Heady Topper,4.15,"I’m not understanding the hype around this one. My buddy from MA sent me a four pack for my birthday so I have been dissecting this for a week now.

Pours a wonderful, slightly hazy dark straw color with an immaculate head.

Aroma seems a bit lacking. Sure it has hops but it isn’t overwhelming or any better than the other 100 IPAs out there. Kind of citrusy with a touch of pine.

It’s a little malty for my liking. Thick and heavy. The hop oils really coat the tongue. Bitterness is average, not too much.

It’s a good beer but not world class IMO."
Heady Topper,4.91,"We were in Rhode Island when I first had this beer.
Hope I can find it in other places.
Very smooth IPA."
Heady Topper,4.84,"Look: Yeah, I know, I poured it out into a glass – old habits die hard. Light orange and cloudy with a silky-looking pure white head that builds up and holds as a lid, ever-so-slowly receding and leaving great lacing behind
Aroma: Ripe peaches, mango, tangerines, strawberries, cantaloupe melon, pine, some kiwi, kumquats, Cannabis, blueberries, and some sweet malt
Taste: Opens up with a barrage of citrus fruits and resinous pine sap that seemingly gain strength as they develop. Peaches, mango, and mixed berries pop up both together and separate as the journey continues and dankness also makes it presence known here and there in no-so-subtle ways. Malt sweetness tries to keep up but is continually beaten back by the hops and closes with a conifer-laden finish and a delectable, strong bite
Mouthfeel: Full, a little slick, medium-high carbonation, and felt and I’d say medium-strength dryness on the finish
Overall: Wow, this is outstanding. To me, this was the OG I heard about, here on BA, before the NE-Style IPA trend migrated West and when I saw a month-old can, I had to try it as I haven’t been a fan of the sub-style much since it took over here but figured and wished I would be. Happy to say, this is my type of beer though as it absolutely captures the amazing aromatics that the late/dry hop additions and yeast can being to the ‘hazy’ style but it drinks like a WCIPA without the chewy feel and an awesome, pithy bite, and plenty of dryness. Color me WAY impressed and I’d buy this again and again in a heartbeat. Thank you, The Alchemist, for creating this gem and props on blowing me away right out of the gate, as that doesn’t happen often"
Heady Topper,4.24,"16oz can purchased from the fridge as a single from a local bottle shop for $5.25. No canned on date. This must be fresh because this doesn't get distributed here very often and it usually sells out pretty quickly.

Look: Pours a mildly to moderately hazy pale yellow/golden color. The head dissipated quickly. This is very pale for an 8% ABV Double IPA.

Smell: The aroma is very expressive. Tons of dank, resinous hops. A bit of citrus thrown in too. Up front, I get a strong green bell pepper note. This yields to citrusy notes and resinous, piney hoppiness. I get notes of grapefruit and lemon hard candy, along with secondary notes of papaya and mango.

Taste: This is really good. It is actually quite drinkable given how aggressive it is. Up front, it's citrusy and dank. The finish is tooth-enamel stripping bitterness, in a good way. It has a strong bitter finish with lots of woody pine tar, grapefruit pith, and lemon rind. The finish is very dry and the bitterness lingers long.

Feel: It has a slick and oily mouthfeel with a relatively soft carbonation. Medium bodied.

Overall: This is my first time trying Heady Topper, as well as my first time trying anything from Alchemist. There is so much hype around this beer, so it was almost impossible to live up to it. But it actually manages to come pretty close. What I find most interesting about this beer is that it is so different from ""New England-Style IPAs"" that are made by 90% of breweries today. To me, this beer is more West Coast at heart than it is an NEIPA. This beer reminds me of Lagunitas Super Cluster, which I know is all-Citra hopped and I do not know which hops are used in Heady Topper. I would think that there at least has got to be Citra in here too though. Also reminds me a bit of Foley Brothers Prospect."
Heady Topper,4.62,The only truly hoppy beer I have ever liked. I do not like IPAs or hoppy beers in general and headytopper is unbelievably good
Heady Topper,4.66,What superlatives can I use that wouldn’t be redundant. A winner all around! If you’re lucky enough to find it; buy it!
Heady Topper,3.72,"Very difficult beer to find in my area. Luckily, there was what appears to be a one time drop at my local store - very limited amount. I scoffed two 4 packs. This is definitely a solid brew, but I don't find it all that drinkable. I was never able to drink more than one before wanting to move on to something else. Pretty one-dimensional to me - bitter, bitter, and bitter. I prefer a more balanced, multifaceted IPA.

If I come across some I will probably purchase a 4 pack, but it's not something I will be actively seeking out, there are plenty of other beers that I prefer over this one."
Heady Topper,4.4,"Alchemist Heady Topper Imperial IPA, 8% ABV. Can is dated 05/09/22. Pours...wait, didn't pour it, per the label. Nose is a forest of big f'ing pine trees. Taste follows, and though hugely bitter, still quite drinkable. Excellent mouthfeel with decent carbonation. Overall world-class. I've got sap in my beard and I'm belching pine trees."
Heady Topper,3.84,"Maybe it's because it has been hyped, maybe it's because I drank it in a glass rather than from the can (as suggested on the can), but I was underwhelmed by this most hyped of IPAs...

It does look pretty good, has a very piney smell that just doesn't resonate with me, and the taste is full of that same resin that comes from pine. I suppose there are many that swear by it, but this just isn't what I was expecting from a ""world class"" beer. Mouthfeel was smooth, I do have to give it that, actually very smooth. Out of respect and acknowledgement I did give it an overall higher rating than I normally would, but in the end I'm walking away feeling, well...meh..."
Heady Topper,4.58,The quintessential IPA - nice hop bite but tempered bitterness. Just an outstanding first step into piney goodness with a citrus backbone.
Heady Topper,4.88,"I've been fortunate enough to have this multiple times and each time I'm impressed. Looks the part of a fantasticly crafted IPA. Pale yellow color with a nice murkiness. Smell is off the charts when fresh and bursting with pine and citrus. Just like the nose there is lots of pine and orange zest, but never overly bitter. Dangerously drinkable even though its a bit hefty in the body. I've had multiple in a night before and though the morning after was a touch rough, I didn't regret a single sip. Overall, this beer is worth every bit of praise it receives in my opinion."
Heady Topper,4.94,"Finally found the Holy Grail in Colorado. Unexpectedly pine-forward. I am sick of all those juice NEIPAs out there. This is a NEIPA style with pine, The perfect IPA. I bought 20 of these, and they'll be gone by the end of Memorial Day."
Heady Topper,4.19,"Dave Dave Erazo vacationed in New England and brought my son and me some Alchemist brews. Fresh Heady Topper at refrigerator temperature poured from the can (!) into glasses. Slightly cloudy pale yellow body with a pure white cotton candy head. Aroma is powerfully hoppy, sort of reminiscent of the pungent Ballantine ale from Newark in 1971. Very good beer. It's hop flavor and aroma are accompanied by a lasting flavorful bitter aftertaste. For myself , I could use a bit more malt body, possibly with a little less alcohol. But this is a memorable modern IPA, probably the best one I've tasted."
Heady Topper,4.91,Best NEIPA I have had. Super drinkable and all around delicious. A light sweetness to the malts balances with a hearty hop bitterness and makes it more refreshing and easier to drink than I expected. Great beer.
Heady Topper,5,a little over a month old. tried some from the can but i preferred drinking from a glass to get a good whiff of the hops while taking a drink. It is slightly foggy with a good head and lacing. Nice citrus smell. citrus follows to the taste with pine balancing it out. i had my doubts but it lived up to the hype.
Cappuccino Stout,3.53,"Dark ruby-black color, roasted caramel and coffee aroma, coffee, plum-caramel flavor, creamy smooth and full mouthfeel. Nice tan clingy head, leaves a nice lacing in my glass, nice stout."
Cappuccino Stout,3.86,"Black in color with minimal light penetration. There’s a half inch of creamy brown on top. The aroma is of cappuccino and dark chocolate. I’m tasting cappuccino and dark chocolate. The mouth is oily, viscous, and dry."
Cappuccino Stout,3.84,"Pours a solid black body with a fluffy white head. Smell is coffee, a little chocolate and malt. Taste is coffee, milk chocolate, malt, touch of hop bitterness, and a little sugar. Medium body, pretty close to a cup of cappuccino actually. Overall, for the price this is pretty darned good. Not my favorite, but price wise you could consume this more regularly so, a winner."
Cappuccino Stout,4.24,"One of the beers I make it a point to pick up every year. Looks like I've rated this anywhere between 3.5-4.75, but averaging 4.25. A great value at around five bucks a bomber."
Cappuccino Stout,1.79,[Original rating 2017-01-27] Smells like a rusty coffee can. Tastes like some day old maxwell house out of that can.
Cappuccino Stout,3.85,"Definitely not my favorite from Lagunitas. Pours brown; mocha head. Aroma is raisins; I can pick up Cappuccino notes after somewhat intense sniffing. Taste is dark chocolate and rasiniy, but no real cappuccino. Feel is medium carbonation with some warming quality. Overall, it's decent. Wouldn't get it again though."
Cappuccino Stout,3.74,"Pours black with a quarter inch light brown head that was fairly well retained and left very little lacing. Smells and tastes of cold brew coffee, milk chocolate, sweet malts and lactose. Light to medium bodied for the style, lightly carbonated, mouth feel is on the thin side for a stout, moderate bitterness."
Cappuccino Stout,3.67,"7/7/18: $4.49 3/4/18 Binny's purchase. 1 pint 6 oz 9.3% ABV bottle, multiple pours into 12 oz snifter. Pitch black pour, off tan puffy head, light tan lacing. Malt, slight roast coffee aroma. Strong cappuccino taste, slight malt. Balanced, not sweet or harsh. Medium body, slightly creamy texture, carbonation holds well. ABV sneaks up on you. Overall very good offering."
Sip Of Sunshine,5,"Lupulin Lupulin Lupulin. Perfect IPA. I am sick of the never-ending NEIPA trend. This is what I want and need. Pine, resin, lemon, and grapefruit. I cannot believe I can get this in CO on a regular basis."
Sip Of Sunshine,4.49,"From a 16oz can:

Appearance: Hazy gold with particles, good head.

Smell: Strong grapefruit.

Taste: Nice sweetened grapefruit, classic IPA/DIPA flavor. Good bitterness through the finish.

Overall: Was finally able to pick up this long-time want on my recent trip to Colorado. Excellent old-school IPA/edge of DIPA beer, nice grapefruit sweetness and bitterness, hits the spot!"
